method	samples	mean_F1	pooled_F1	pooled_TP	pooled_FP	pooled_FN	mean_L1_union_pp	mean_Pearson_union	mean_added
split_rescue_p0.2_sx500_ani0.93_af0.3_b0.3_d2_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.93_af0.3_b0.3_d5_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.93_af0.3_b0.3_d5_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.93_af0.3_b0.3_d5_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.93_af0.5_b0.2_d1_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.93_af0.5_b0.2_d1_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.93_af0.5_b0.2_d1_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.93_af0.5_b0.2_d2_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.93_af0.5_b0.2_d2_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.93_af0.5_b0.2_d2_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.93_af0.5_b0.2_d5_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.93_af0.5_b0.2_d5_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.93_af0.5_b0.2_d5_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.93_af0.5_b0.3_d1_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.93_af0.5_b0.3_d1_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.93_af0.5_b0.3_d1_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.93_af0.5_b0.3_d2_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.93_af0.5_b0.3_d2_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.93_af0.5_b0.3_d2_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.93_af0.5_b0.3_d5_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.93_af0.5_b0.3_d5_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.93_af0.5_b0.3_d5_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.95_af0.3_b0.2_d1_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.95_af0.3_b0.2_d1_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.95_af0.3_b0.2_d1_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.95_af0.3_b0.2_d2_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.95_af0.3_b0.2_d2_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.95_af0.3_b0.2_d2_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.95_af0.3_b0.2_d5_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.95_af0.3_b0.2_d5_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.95_af0.3_b0.2_d5_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.95_af0.3_b0.3_d1_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.95_af0.3_b0.3_d1_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.95_af0.3_b0.3_d1_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.95_af0.3_b0.3_d2_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.95_af0.3_b0.3_d2_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.95_af0.3_b0.3_d2_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.95_af0.3_b0.3_d5_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.95_af0.3_b0.3_d5_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.95_af0.3_b0.3_d5_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.95_af0.5_b0.2_d1_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.95_af0.5_b0.2_d1_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.95_af0.5_b0.2_d1_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.95_af0.5_b0.2_d2_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.95_af0.5_b0.2_d2_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.95_af0.5_b0.2_d2_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.95_af0.5_b0.2_d5_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.95_af0.5_b0.2_d5_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.95_af0.5_b0.2_d5_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.95_af0.5_b0.3_d1_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.95_af0.5_b0.3_d1_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.95_af0.5_b0.3_d1_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.95_af0.5_b0.3_d2_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.95_af0.5_b0.3_d2_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.95_af0.5_b0.3_d2_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.95_af0.5_b0.3_d5_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.95_af0.5_b0.3_d5_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.2_sx500_ani0.95_af0.5_b0.3_d5_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	48.89103817718959	0.8855726550104702	1.3333333333333333
split_rescue_p0.02_sx300_ani0.93_af0.3_b0.35_d1_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx300_ani0.93_af0.3_b0.35_d1_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx300_ani0.93_af0.3_b0.35_d1_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx300_ani0.93_af0.3_b0.35_d2_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx300_ani0.93_af0.3_b0.35_d2_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx300_ani0.93_af0.3_b0.35_d2_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx300_ani0.93_af0.3_b0.35_d5_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx300_ani0.93_af0.3_b0.35_d5_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx300_ani0.93_af0.3_b0.35_d5_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx300_ani0.93_af0.5_b0.35_d1_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx300_ani0.93_af0.5_b0.35_d1_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx300_ani0.93_af0.5_b0.35_d1_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx300_ani0.93_af0.5_b0.35_d2_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx300_ani0.93_af0.5_b0.35_d2_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx300_ani0.93_af0.5_b0.35_d2_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx300_ani0.93_af0.5_b0.35_d5_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx300_ani0.93_af0.5_b0.35_d5_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx300_ani0.93_af0.5_b0.35_d5_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx300_ani0.95_af0.3_b0.35_d1_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx300_ani0.95_af0.3_b0.35_d1_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx300_ani0.95_af0.3_b0.35_d1_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx300_ani0.95_af0.3_b0.35_d2_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx300_ani0.95_af0.3_b0.35_d2_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx300_ani0.95_af0.3_b0.35_d2_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx300_ani0.95_af0.3_b0.35_d5_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx300_ani0.95_af0.3_b0.35_d5_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx300_ani0.95_af0.3_b0.35_d5_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx300_ani0.95_af0.5_b0.35_d1_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx300_ani0.95_af0.5_b0.35_d1_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx300_ani0.95_af0.5_b0.35_d1_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx300_ani0.95_af0.5_b0.35_d2_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx300_ani0.95_af0.5_b0.35_d2_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx300_ani0.95_af0.5_b0.35_d2_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx300_ani0.95_af0.5_b0.35_d5_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx300_ani0.95_af0.5_b0.35_d5_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx300_ani0.95_af0.5_b0.35_d5_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx500_ani0.93_af0.3_b0.35_d1_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx500_ani0.93_af0.3_b0.35_d1_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx500_ani0.93_af0.3_b0.35_d1_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx500_ani0.93_af0.3_b0.35_d2_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx500_ani0.93_af0.3_b0.35_d2_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx500_ani0.93_af0.3_b0.35_d2_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx500_ani0.93_af0.3_b0.35_d5_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx500_ani0.93_af0.3_b0.35_d5_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx500_ani0.93_af0.3_b0.35_d5_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx500_ani0.93_af0.5_b0.35_d1_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx500_ani0.93_af0.5_b0.35_d1_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx500_ani0.93_af0.5_b0.35_d1_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx500_ani0.93_af0.5_b0.35_d2_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx500_ani0.93_af0.5_b0.35_d2_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx500_ani0.93_af0.5_b0.35_d2_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx500_ani0.93_af0.5_b0.35_d5_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx500_ani0.93_af0.5_b0.35_d5_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx500_ani0.93_af0.5_b0.35_d5_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx500_ani0.95_af0.3_b0.35_d1_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx500_ani0.95_af0.3_b0.35_d1_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx500_ani0.95_af0.3_b0.35_d1_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx500_ani0.95_af0.3_b0.35_d2_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx500_ani0.95_af0.3_b0.35_d2_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx500_ani0.95_af0.3_b0.35_d2_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx500_ani0.95_af0.3_b0.35_d5_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx500_ani0.95_af0.3_b0.35_d5_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx500_ani0.95_af0.3_b0.35_d5_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx500_ani0.95_af0.5_b0.35_d1_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx500_ani0.95_af0.5_b0.35_d1_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx500_ani0.95_af0.5_b0.35_d1_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx500_ani0.95_af0.5_b0.35_d2_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx500_ani0.95_af0.5_b0.35_d2_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx500_ani0.95_af0.5_b0.35_d2_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx500_ani0.95_af0.5_b0.35_d5_top0	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx500_ani0.95_af0.5_b0.35_d5_top1	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
split_rescue_p0.02_sx500_ani0.95_af0.5_b0.35_d5_top2	0,1,2	0.8238175240378719	0.8223684210526317	250	62	46	50.06064000388424	0.9028168035113616	1.3333333333333333
